id,domain,title,abstract,url,published,llm_maturation,llm_profit_mechanism,llm_retail_accessibility,llm_specificity,llm_final,llm_flag,llm_time_to_thesis,llm_translation,llm_public_vehicles,llm_rationale,prompt_version,model,input_tokens,output_tokens,cost_usd,run_timestamp
2605.00716,AI,Aitchison Embeddings for Learning Compositional Graph Representations,"Representation learning is central to graph machine learning, powering tasks such as link prediction and node classification. However, most graph embeddings are hard to interpret, offering limited insight into how learned features relate to graph structure. Many networks naturally admit a role-mixture view, where nodes are best described as mixtures over latent archetypal factors. Motivated by this structure, we propose a compositional graph embedding framework grounded in Aitchison geometry, the canonical geometry for comparing mixtures. Nodes are represented as simplex-valued compositions and embedded via isometric log-ratio (ILR) coordinates, which preserve Aitchison distances while enabling unconstrained optimization in Euclidean space. This yields intrinsically interpretable embeddings whose geometry reflects relative trade-offs among archetypes and supports coherent behavior under component restriction; we consider both fixed and learnable ILR bases. Across node classification and link prediction, our method achieves competitive performance with strong baselines while providing explainability by construction rather than post-hoc. Finally, subcompositional coherence enables principled component restriction: removing and renormalizing subsets preserves a well-defined geometry, which we exploit via subcompositional dimensionality removal to probe how archetype groups influence representations and predictions.",https://arxiv.org/abs/2605.00716v1,2026-05-01T15:05:23Z,4,2,2,5,3,skip,5+yr,"This paper proposes a new way to create graph embeddings (mathematical representations of networks) using a geometric framework borrowed from compositional data analysis, making the representations more interpretable by treating nodes as mixtures of archetypes. The improvement is incremental — 'competitive with strong baselines' rather than dramatically better — and the main selling point is explainability, which is a secondary concern for most commercial applications. There is no clear path to a specific public company's revenue or competitive moat within 2 years; this is fundamental ML research that, if anything, would diffuse broadly across the field.",[],Novel academic framework proposal with no commercial path or named beneficiaries; retail_accessibility=2 fires the cap and profit mechanism is effectively zero for any single investable entity.,v0.2-2026-04-18,claude-sonnet-4-6,3189,256,0.013407,2026-05-04T20:55:21
2605.00730,Bio,"Reconstruction of glymphatic transport fields from subject-specific imaging data, with particular emphasis on cerebrospinal fluid flow and tracer conservation","The reconstruction of physically valid transport fields from subject-specific imaging data is a fundamental challenge in image-based computational modeling due to measurement noise, modeling uncertainties and discretization errors. Without a methodology to construct models that faithfully reflect the underlying physics, mechanistic understanding of complex biological systems is inherently limited. In this work, we address this challenge in the glymphatic system, the brain's waste-clearance network, where cerebrospinal fluid (CSF) is transported through perivascular spaces into the brain parenchyma to facilitate metabolic waste removal. We introduce a computational framework for the high-fidelity reconstruction of subject-specific glymphatic transport fields from spatiotemporal imaging data. The formulation utilizes an advection-diffusion model with a velocity decomposition that imposes mass conservation, enabling the recovery of solenoidal (divergence-free) velocity fields through the solution of a constrained inverse problem. The system is discretized using immersed isogeometric analysis with quadratic B-spline basis functions, providing smooth, high-continuity solutions and inherent regularization of imaging noise. We demonstrate the framework's utility by using contrast-enhanced magnetic resonance imaging of tracer transport in a mouse brain, obtaining spatially varying estimates of CSF velocity, diffusivity, and clearance parameters. Forward simulations using the recovered fields show close agreement with experimental observations, validating the framework's ability to characterize complex transport dynamics while preserving physical integrity. This approach provides a generalizable methodology for the robust inference of physically consistent transport fields from imperfect imaging data, with broad applicability to the image-guided modeling of biological and engineering systems.",https://arxiv.org/abs/2605.00730v1,2026-05-01T15:29:16Z,4,3,2,6,3.0,skip,5+yr,"The researchers built a computational framework to reconstruct how cerebrospinal fluid flows through the brain's waste-clearance system (the glymphatic system) using MRI imaging data from mice, recovering fluid velocity and diffusivity estimates that obey physical conservation laws. This is foundational neuroscience modeling work that could eventually inform drug delivery or Alzheimer's research, but it is several steps removed from any clinical or commercial application. There are no near-term public equity vehicles where this mechanism would be load-bearing to revenue.",[],"Novel computational framework applied to mouse brain imaging with no clear commercial path within 2 years and no identifiable public company that captures value from this work; retail_accessibility effectively 2, firing the cap.",v0.2-2026-04-18,claude-sonnet-4-6,3294,254,0.013692,2026-05-04T20:55:29
2605.00545,Bio,Beyond Continuity: Simulation-free Reconstruction of Discrete Branching Dynamics from Single-cell Snapshots,"Inferring cellular trajectories from destructive snapshots is complicated by the challenges of stochasticity and non-conservative mass dynamics such as cell proliferation and apoptosis. Existing unbalanced Optimal Transport (OT) methods treat mass as a continuous fluid, performing inference at the population level. However, this macroscopic view often fails to capture the discrete, jump-like nature of birth-death events at single-cell resolution, which is essential for understanding lineage branching and fate decisions. We present Unbalanced Schrödinger Bridge (USB), a simulation-free framework for learning underlying dynamics that effectively integrates both stochastic and unbalanced effects which also models the discrete, jump-like birth-death dynamics at single-cell resolution. Theoretically, USB provides a tractable solution to the Branching Schrödinger Bridge (BSB) problem, offering a rigorous microscopic interpretation where individual cells undergo both Brownian motion and discrete birth-death jumps. Technically, the method implements an efficient solver by introducing a simulation-free training objective that effectively scales to high-dimensional omics data. Empirically, we demonstrate on both simulated and real-world datasets that USB not only achieves trajectory reconstruction performance better than or comparable to deterministic baselines but also uniquely enables realistic discrete simulation of birth-death dynamics at single-cell resolution.",https://arxiv.org/abs/2605.00545v1,2026-05-01T09:57:13Z,5,2,2,6,3.0,skip,5+yr,"This paper introduces a new mathematical framework (Unbalanced Schrödinger Bridge) for reconstructing how cells differentiate and branch into different fates, using snapshots of single-cell gene expression data rather than continuous tracking. It improves on existing methods by better modeling the 'birth and death' of individual cells during development, which matters for understanding disease progression and lineage decisions. This is foundational computational biology research — it could eventually inform drug target discovery pipelines, but there is no near-term commercial product or named public-company beneficiary visible from this work.",[],Pure methodological advance in computational single-cell biology with no near-term commercial path or investable public vehicle; retail_accessibility=2 caps the final score.,v0.2-2026-04-18,claude-sonnet-4-6,3218,256,0.013494,2026-05-04T20:55:36
2605.00479,Bio,Reduced-Precision Stochastic Simulation for Mathematical Biology,"The stochastic simulation algorithm (SSA) is widely used to perform exact forward simulation of discrete stochastic processes in biology. However, the computational cost, driven by sequential event-by-event sampling across large ensembles, remains a computational barrier. We investigate whether reduced-precision floating-point arithmetic can accelerate SSA without degrading statistical fidelity, drawing on the success of reduced-precision methods in weather and climate modelling. We evaluate two strategies across five canonical models (birth--death, Schlögl, Telegraph, dimerisation, repressilator): (i) mixed precision, computing propensities in 16-bit while maintaining accumulators in 32-bit; and (ii) uniform precision, performing all arithmetic in 16-bit. Mixed-precision SSA produces ensemble statistics that closely match the 64-bit reference for all models, as measured by Kolmogorov--Smirnov tests and Wasserstein distances. Under uniform precision, deterministic rounding introduces systematic biases across several models, with catastrophic failures in some cases. Stochastic rounding (SR) and propensity normalisation eliminate these biases, restoring distributional fidelity across all models tested (KS $p > 0.05$). Our results establish mixed-precision SSA with SR as a viable acceleration strategy for mathematical biology: 16-bit formats shrink per-variable data size by $2$--$4\times$ relative to \texttt{fp32}/\texttt{fp64}, yielding comparable reductions in memory footprint and up to $\sim 1.5\times$ wall-clock speedup on CPU hardware that lacks native 16-bit arithmetic. As a hardware-level acceleration, mixed-precision SSA complements algorithmic methods such as tau-leaping and maps naturally onto modern GPU and TPU architectures with native 16-bit arithmetic.",https://arxiv.org/abs/2605.00479v1,2026-05-01T07:39:36Z,6,2,2,7,3.5,skip,5+yr,"This paper tests whether using lower-precision arithmetic (16-bit instead of 64-bit) can speed up a standard biological simulation algorithm without losing accuracy. They find a mixed approach works well, giving up to 1.5x speedup and 2-4x memory reduction across five test models. This is a computational methods improvement for academic biology simulation — interesting technically, but there's no clear path to a public company's revenue or a retail-investable angle in any near-term window.",[],Computational methods paper for academic biology simulation with no identifiable commercial beneficiary or investable vehicle; retail_accessibility=2 caps the final score.,v0.2-2026-04-18,claude-sonnet-4-6,3296,231,0.013353,2026-05-04T20:55:42
2605.00272,Bio,LNODE: latent dynamics reveal the shared spatiotemporal structure of amyloid-$β$ progression,"We introduce LNODE, a mechanism-based phenomenological model for amyloid beta (A$β$) dynamics, calibrated using positron emission tomography (PET) imaging. A$β$ is a key biomarker of Alzheimer's disease. LNODE is designed to support the fusion, harmonization, quantitative analysis, and interpretation of Abeta PET scans. We evaluate LNODE on 1461 subjects in the ADNI cohort and 1070 subjects in the A4 Study, using MUSE and DKT anatomical atlases. LNODE is formulated as a regional neural ordinary differential equation (ODE) model that is jointly calibrated on all available scans within a cohort. The model captures the spatial propagation, proliferation, and clearance of A$β$ and incorporates a latent-state representation that modulates A$β$ dynamics. The temporal evolution of these latent states is governed by cohort-shared parameters, enabling LNODE to represent both population-level trajectories and subject-specific deviations. The proposed model demonstrates strong parameter identifiability and stability properties, supported by synthetic experiments and analytical analysis of the Hessian condition number. To mitigate overfitting and reduce spurious correlations, LNODE is intentionally underparameterized, employing approximately five to ten parameters per subject. Despite this parsimonious parameterization, LNODE achieves $R^2 > 0.99$ in both the ADNI and A4 datasets. LNODE exhibits strong predictive performance: in the A4 cohort, it accurately forecasts the A$β$ PET signal in previously unseen follow-up scans, including cases with inter-scan intervals exceeding four years. Clustering in the learned latent-state space reveals distinct subgroups, consistent with the existence of different subtypes of Alzheimer's disease progression.",https://arxiv.org/abs/2605.00272v1,2026-04-30T22:15:45Z,5,4,3,7,4,skip,5+yr,"The researchers built a mathematical model (LNODE) that tracks how amyloid-beta protein — a key Alzheimer's biomarker — spreads across brain regions over time, calibrated on PET imaging data from over 2,500 patients. The model achieves very high accuracy (R² > 0.99) and can predict future PET scans years in advance, which could eventually help drug trials better select patients or measure treatment effects. The nearest commercial angle would be clinical trial analytics or imaging biomarker companies, but there is no clear near-term path to a specific public stock — Alzheimer's diagnostics and drug development timelines are long, and this work sits at the research tool stage rather than commercial deployment.",[],"Impressive technical specificity and large-cohort validation, but retail_accessibility is low (no named public company with a load-bearing connection) and the mechanism is a research modeling tool far from commercial revenue impact.",v0.2-2026-04-18,claude-sonnet-4-6,3311,295,0.014358,2026-05-04T20:55:49
2605.00225,Bio,From Birdsong to Rumbles: Classifying Elephant Calls with Out-of-Species Embeddings,"We show that pretrained acoustic embeddings classify elephant vocalisations at a level approaching that of end-to-end supervised neural networks, without any fine-tuning of the embedding model. This result is of practical importance because annotated bioacoustic data are scarce and costly to obtain, leaving conventional supervised approaches prone to overfitting and to poor generalisation under domain shift. A broad range of embedding models drawn from general audio, speech, and bioacoustic domains is evaluated, all of which are either out-of-domain (containing no bioacoustic data) or out-of-species (containing no elephant call data). The embedding networks themselves remain fixed; only the lightweight downstream classifiers, which include a linear model and several small neural networks, are trained. Among the models considered, Perch 2.0 achieves the best cross-validated classification performance, attaining AUCs of 0.849 on African bush elephant (Loxodonta africana) calls and 0.936 on Asian elephant (Elephas maximus) calls, with Perch 1.0 close behind. The best-performing system is within 2.2 % of an end-to-end supervised elephant call classification system. A layerwise analysis of pretrained transformer encoders, considered as embedding models, shows that intermediate representations outperform final-layer outputs. The second layer of both wav2vec2.0 and HuBERT encodes sufficient information for effective elephant call classification; truncation at this layer therefore preserves classification performance whilst retaining only approximately 10 % of the parameters of the full network. Such compact embedding networks are well suited to on-device processing where computational resources are limited.",https://arxiv.org/abs/2605.00225v1,2026-04-30T21:00:05Z,6,2,1,7,3,skip,5+yr,"Researchers show that pre-trained audio AI models (originally trained on bird calls or speech) can classify elephant vocalizations nearly as well as custom-trained systems, without needing expensive labeled elephant call data. The practical upshot is that conservation groups could deploy compact models on low-power field devices to monitor elephants cheaply. This is academically interesting wildlife-monitoring research with no clear near-term public-equity angle.",[],"Retail accessibility is effectively 1 — the beneficiaries are wildlife conservation NGOs and academic labs, with no identifiable public company whose revenue is load-bearing on elephant call classification.",v0.2-2026-04-18,claude-sonnet-4-6,3279,222,0.013167,2026-05-04T20:55:56
2604.27913,Bio,Complex Effects of Salt on Small-Angle X-ray Scattering of BSA Originate From the Interplay of Ions and Hydration Water,"Salts are an integral part of the environment for living systems and, therefore, understanding their effects on proteins and other biomolecules is of fundamental interest. Small-angle X-ray scattering (SAXS) of protein solutions can provide valuable information on salt effects, but extracting this information has been a significant challenge. For example, SAXS data of bovine serum albumin (BSA) at various salt concentrations were fit to three different spherical models. Here we combined the newly developed FMAPIq approach with explicit-solvent all-atom molecular dynamics simulations to show that the complex effects of salt on the SAXS of BSA originate from the interplay of ions and hydration water, leading to a general picture of protein-ion-water interactions.",https://arxiv.org/abs/2604.27913v1,2026-04-30T14:20:08Z,5,2,1,5,3,skip,5+yr,"This study uses a new computational approach combined with molecular dynamics simulations to explain why salt changes the X-ray scattering patterns of proteins — specifically, it shows the effect comes from interactions between ions and the water molecules surrounding the protein. While this is useful foundational biophysics knowledge, it is several steps removed from any commercial product or drug development application in a near-term timeframe. There is no clear path to a public equity investment from this work.",[],Fundamental biophysics research on protein-ion-water interactions with no identifiable near-term commercial path or public-company beneficiary.,v0.2-2026-04-18,claude-sonnet-4-6,3084,218,0.012522,2026-05-04T20:56:01
2605.00074,Bio,CRC-Screen: Certified DNA-Synthesis Hazard Screening Under Taxonomic Shift,"DNA-synthesis providers screen incoming orders by searching the requested sequence against curated hazard lists. We show that this baseline collapses to a 100% false-flag rate when the hazardous sequence comes from a taxonomic family absent from the reference set: under Conformal Risk Control's certified miss-rate constraint, a low-discrimination signal forces the threshold below the entire test-benign mass. We compose three signals derived from a synthesis order's public annotation: $k$-mer Jaccard similarity to known toxins, the trimmed-mean score of a five-LLM judge panel, and cosine similarity to clustered embedding centroids. Fused under a monotone logistic aggregator and calibrated by Conformal Risk Control, the resulting screener certifies $\mathbb{E}[\mathrm{FNR}] \le α$. Across ten leave-one-taxonomic-family-out folds at $α=0.05$ on UniProt KW-0800 reviewed toxins, the calibrated screener achieves 0% test miss rate on every fold and 0% test false-flag rate on nine of ten folds. The bound's finite-sample slack $1/(n_{\mathrm{cal}}+1)$ caps the certifiable miss rate at 1.77% on our 200-hazard subsample; reaching procurement-grade $α=10^{-3}$ requires an $18\times$ larger calibration set, which the full reviewed UniProt KW-0800 corpus is large enough to deliver. The binding constraint on certifiable DNA-synthesis screening is calibration data, not algorithms. Code: https://github.com/najmulhasan-code/crc-screen",https://arxiv.org/abs/2605.00074v1,2026-04-30T13:13:16Z,5,5,4,7,4.0,watchlist,2-5yr,"This paper tackles a critical gap in DNA synthesis screening: current systems fail completely (100% false-alarm rate) when a potentially dangerous sequence comes from a biological family not in their reference database. The authors build a hybrid screening system combining sequence similarity, AI judge panels, and embedding-based clustering, then use a statistical calibration method to provide certified miss-rate guarantees — achieving zero missed hazards across test folds. For investors, the relevance is that DNA synthesis screening is becoming a regulatory requirement (biosecurity mandates are expanding), and companies like Twist Bioscience or Integrated DNA Technologies' parent (Danaher) must implement robust screening — better algorithms here could become a compliance differentiator or licensed product. The clearest public-market angle is Twist Bioscience (TWST), which competes partly on compliance-grade synthesis, though this paper's impact on near-term revenue is indirect and speculative.","[""TWST"", ""DHR""]","Concrete biosecurity screening result with quantitative guarantees, but the commercial path requires regulatory mandate crystallization and larger calibration datasets before any company can price this as a moat — too early for thesis but worth watching as biosecurity screening regulations tighten.",v0.2-2026-04-18,claude-sonnet-4-6,3269,361,0.015222,2026-05-04T20:56:11
2604.27726,Bio,Universal Nano-Bead Emitter Inks for Programmable Nanometric Fluorescent Architectures,"Fabricating brightly fluorescent layers with nanometric thickness and digitally controlled lateral structuration remains a challenge for next-generation photonic devices, optical calibration standards, and biocompatible interfaces. Here, we introduce Nano-Bead Emitters (NBEs), hydrogel nanoparticles covalently functionalized with fluorophores, as a universal, water-processable ink platform for fabricating programmable nanometric fluorescent architectures. By immobilizing fluorophores within a charged nanohydrogel scaffold, the platform entirely decouples film morphology from dye solubility. This molecule-independent strategy enables spectrally distinct, inherently water-insoluble dyes to be processed using a single, standardized aqueous ink formulation. Combined with laser-induced forward transfer (LIFT) printing, this additive approach yields highly uniform fluorescent layers (~7 nm thickness, sub-nanometric roughness). This structural invariance produces complex multicolor patterns sharing identical thickness and surface morphology across all spectral channels, a critical requirement for quantitative optical calibration. Furthermore, LIFT printing provides programmable, layer-by-layer control over fluorescence intensity via successive deposition cycles, yielding precisely tunable brightness without aggregation-caused quenching. This maskless technique enables rapid, high-fidelity printing of both monochromatic and multicolor patterns over macroscopic areas with absolute spatial resolution. Finally, these universally compatible NBE inks stably deposit onto diverse substrates (glass, polymers, semiconductors, metasurfaces), effectively bridging scalable manufacturing with high-performance integrated photonic systems.",https://arxiv.org/abs/2604.27726v1,2026-04-30T11:18:04Z,4,5,3,6,3.5,skip,5+yr,"Researchers created a new type of fluorescent ink made from hydrogel nanoparticles loaded with dye molecules, which can be printed in extremely thin, uniform layers (~7 nanometers) using laser-based printing onto almost any surface. This could matter for optical calibration standards, next-gen photonic devices, and biomedical imaging tools — areas where precise, reproducible fluorescent patterns are critical. However, this is an early-stage materials platform introduction with no named commercial partners or near-term product path, making it difficult to connect to any specific investable public company within a two-year window.",[],"Novel platform introduction ('we introduce') with no named commercial partners; retail_accessibility is low because any beneficiary would be a specialized photonics or diagnostics company not yet identifiable, triggering the cap.",v0.2-2026-04-18,claude-sonnet-4-6,3281,275,0.013968,2026-05-04T20:56:18
2605.00067,Bio,EPITIME: A Computational Framework for Integral Epidemic Models with Structure-Preserving Discretizations,"We present EPITIME (EPidemic Integral models TIMe profile Explorer), a computational framework for the simulation of two classes of integral epidemic models: an age of infection model and an information dependent behavioural model. The framework combines structure preserving Non-Standard Finite Difference discretizations with modular implementations in MATLAB and Python, together with routines for parameter handling, input validation, performance assessment, and graphical interaction. The proposed methods preserve key qualitative properties of the continuous problems, including positivity, boundedness, invariant regions, and correct long term behaviour, independently of the time step. We outline the numerical schemes for both model classes and their main analytical properties, including first order convergence. We then describe the software architecture and illustrate its use through numerical experiments on asymptotic behaviour, inverse reconstruction of an infectivity kernel from COVID 19 incidence data, and behavioural dynamics under different memory kernels. Overall, EPITIME provides a reliable and accessible computational environment for the numerical study of renewal epidemic models.",https://arxiv.org/abs/2605.00067v1,2026-04-30T09:35:40Z,5,2,1,6,3,skip,5+yr,"The authors built a software framework (in MATLAB and Python) for simulating epidemic models that track infection spread based on age-of-infection and behavior-dependent dynamics, using numerical methods that preserve mathematical properties of the underlying equations. This is a research tool for epidemiologists, not a commercial product — it helps academics study epidemic dynamics more reliably, but does not itself generate revenue or reduce costs for any named company. There is no clear public-equity angle here; this is academic infrastructure with no near-term commercial path.",[],"Academic software framework for epidemic simulation with no commercial path or identifiable public-company beneficiary; retail_accessibility is 1, triggering the hard cap.",v0.2-2026-04-18,claude-sonnet-4-6,3132,235,0.012921,2026-05-04T20:56:25
2604.27124,Bio,"Better Models, Faster Training: Sigmoid Attention for single-cell Foundation Models","Training stable biological foundation models requires rethinking attention mechanisms: we find that using sigmoid attention as a drop in replacement for softmax attention a) produces better learned representations: on six diverse single-cell datasets, sigmoid achieves 25% higher cell-type separation, better cell-type cohesion metrics, and lower validation loss, b) faster training, models with sigmoid attention train up to 10% faster than their softmax counterparts, and c) more stable training by eliminating inherent sources of instability in softmax attention. We establish that sigmoid attention has globally bounded derivatives ($\leq 0.25$) as opposed to softmax, and a diagonal Jacobian structure in contrast with softmax's dense coupling, which together help alleviate training instabilities. In stress tests on 160M-parameter bidirectional attention models trained without gradient clipping on 8K-token sequences, softmax diverges catastrophically, with gradients exploding by four orders of magnitude, while sigmoid remains stable. Finally, we implement and open-source TritonSigmoid, an efficient GPU kernel that achieves 515 TFLOPS on H100 GPUs, outperforming both FlashAttention-2 and FlashSigmoid, with native padding support, which is essential for biological sequences. Our results establish sigmoid attention as both theoretically grounded and empirically superior for biological foundation models. Code is available at https://github.com/MSDLLCpapers/triton-sigmoid",https://arxiv.org/abs/2604.27124v1,2026-04-29T19:23:30Z,7,4,3,8,4,skip,2-5yr,"This paper shows that swapping one mathematical operation (sigmoid instead of softmax) in AI attention layers produces better, faster, and more stable training for single-cell biology foundation models — with 25% better cell-type separation and 10% faster training, verified on 160M-parameter models. This matters because single-cell foundation models are becoming infrastructure for drug discovery and cell biology, and better training stability could meaningfully accelerate that stack. However, the direct beneficiaries are large pharma/biotech AI platforms and cloud providers — there's no clean public pure-play where this paper's specific mechanism would be visible in a stock price.",[],"Strong, specific, quantitative results on a real problem, but the mechanism benefits a broad ecosystem of private biotech AI labs and pharma giants where the signal is invisible — retail_accessibility fires the cap.",v0.2-2026-04-18,claude-sonnet-4-6,3226,272,0.013758,2026-05-04T20:56:32
2604.26942,Bio,Hyper Input Convex Neural Networks for Shape Constrained Learning and Optimal Transport,"We introduce Hyper Input Convex Neural Networks (HyCNNs), a novel neural network architecture designed for learning convex functions. HyCNNs combine the principles of Maxout networks with input convex neural networks (ICNNs) to create a neural network that is always convex in the input, theoretically capable of leveraging depth, and performs reliable when trained at scale compared to ICNNs. Concretely, we prove that HyCNNs require exponentially fewer parameters than ICNNs to approximate quadratic functions up to a given precision. Throughout a series of synthetic experiments, we demonstrate that HyCNNs outperform existing ICNNs and MLPs in terms of predictive performance for convex regression and interpolation tasks. We further apply HyCNNs to learn high-dimensional optimal transport maps for synthetic examples and for single-cell RNA sequencing data, where they oftentimes outperform ICNN-based neural optimal transport methods and other baselines across a wide range of settings.",https://arxiv.org/abs/2604.26942v1,2026-04-29T17:52:05Z,4,2,1,6,3,skip,5+yr,"This paper introduces a new type of neural network architecture (HyCNNs) that is mathematically guaranteed to learn convex functions more efficiently than prior methods, requiring exponentially fewer parameters for certain tasks. The application to single-cell RNA sequencing data is the closest biological hook, but it's a computational methodology paper — it advances a math tool used in genomics research, not a product or drug pipeline. No public company's near-term revenue is meaningfully linked to this architecture innovation.",[],Retail accessibility scores 1 — pure computational methodology with no line of sight to a public company's product or revenue within any investable horizon; cap rule fires regardless of scientific merit.,v0.2-2026-04-18,claude-sonnet-4-6,3132,234,0.012906,2026-05-04T20:56:39
2604.26498,Bio,Do Larger Models Really Win in Drug Discovery? A Benchmark Assessment of Model Scaling in AI-Driven Molecular Property and Activity Prediction,"The rapid growth of molecular foundation models and general-purpose large language models has encouraged a scale-centric view of artificial intelligence in drug discovery, in which larger pretrained models are expected to supersede compact cheminformatics models and task-specific graph neural networks (GNNs). We test this assumption on 22 molecular property and activity endpoints, including public ADMET and Tox21 benchmarks and two internal anti-infective activity datasets. Across 167,056 held-out task--molecule evaluations under structure-similarity-separated five-fold cross-validation (37,756 ADMET, 77,946 Tox21, 49,266 anti-TB and 2,088 antimalaria), classical machine-learning (ML) models such as RF(ECFP4) and ExtraTrees(RDKit descriptors) win ten primary-metric tasks, GNNs such as GIN and Ligandformer win nine, and pretrained molecular sequence models such as MoLFormer and ChemBERTa2 win three. Rule-based SAR reasoning baselines, represented by GPT5.5-SAR and Opus4.7-SAR, do not win under the prespecified primary metrics, although train-fold-derived SAR knowledge provides measurable but uneven gains for SAR reasoning and interpretation. These results indicate that compact, specialized models remain highly effective for molecular property and activity prediction. The performance differences among classical ML, GNN and pretrained sequence models are often modest and endpoint-dependent, whereas larger or more general models do not provide a universal predictive advantage. Large models may still add value for zero-shot reasoning, SAR interpretation and hypothesis generation, but the results suggest that predictive performance depends on the alignment among molecular representation, inductive bias, data regime, endpoint biology and validation protocol.",https://arxiv.org/abs/2604.26498v1,2026-04-29T10:01:16Z,7,4,3,8,4,skip,2-5yr,"This paper systematically benchmarks 22 drug discovery prediction tasks across hundreds of thousands of molecule evaluations, comparing large AI models (LLMs, molecular foundation models) against classical machine learning and graph neural networks — finding that smaller, specialized models still win or match larger ones most of the time. The practical implication is that the 'bigger model = better drug discovery' narrative is overstated, which matters for companies selling AI-drug-discovery platforms built around large foundation models. However, this insight primarily benefits internal R&D decision-making at pharma and biotech firms rather than creating a clear winner-take-all investment opportunity in the public markets.",[],"High specificity and solid maturation signal, but retail_accessibility is too low — the finding diffuses across pharma/biotech R&D workflows and doesn't create pricing power for any identifiable public company.",v0.2-2026-04-18,claude-sonnet-4-6,3299,282,0.014127,2026-05-04T20:56:46
2604.26302,Bio,A Thermodynamic Analysis of Enhanced Metastability in Isochoric Supercooled Liquids,"Experiments show that isochoric (constant-volume) conditions enhance supercooling stability relative to isobaric (constant-pressure) conditions. Here, combining Helmholtz equilibrium thermodynamics with a first-order perturbation methodology, we derive an inequality governing nucleation stability under volumetric constraint. The derivation provides a general thermodynamic proof that for any substance undergoing phase transformation in which the solid is less dense than the liquid, the Helmholtz driving force for solidification in isochoric systems is smaller than the Gibbs driving force in isobaric systems. Since nucleation rates depend exponentially on the inverse square of the driving force, this provides a thermodynamic basis for the observed suppression of nucleation rates. While a full stochastic treatment is beyond the scope of this work, the reduction in driving force implies a weakening of the bias toward growth of pre-critical fluctuations, increasing their probability of thermal dissolution. The analysis yields a dimensionless isochoric stability number. This number is computable from bulk thermodynamic data alone and provides a geometry-independent criterion for comparing metastable liquid stability across materials and conditions.",https://arxiv.org/abs/2604.26302v1,2026-04-29T05:06:45Z,6,4,2,6,3.5,skip,5+yr,"This paper develops a mathematical proof — grounded in thermodynamics — explaining why liquids kept at constant volume can be supercooled more stably than those at constant pressure. The key result is a new dimensionless number that predicts how much more stable a supercooled liquid is under volume constraint, computable from known material data. While this could have relevance for cryopreservation technology (e.g., organ banking), it's a theoretical framework paper without direct experimental validation or named commercial application, making the path from this paper to investable activity quite long.",[],"Elegant theoretical result on isochoric supercooling with potential cryopreservation relevance, but it's a pure thermodynamic derivation with no experimental confirmation, no named commercial partners, and no clear near-term public-company beneficiary — retail_accessibility fires the cap.",v0.2-2026-04-18,claude-sonnet-4-6,3138,286,0.013704,2026-05-04T20:56:54
2604.26070,Bio,Observable Neural ODEs for Identifiable Causal Forecasting in Continuous Time,"Causal inference in continuous-time sequential decision problems is challenged by hidden confounders. We show that, in latent state-space models with time-varying interventions, observability of the latent dynamics from observed data is necessary for identifying dynamic treatment effects, linking control-theoretic observability to causal identifiability, even when hidden confounders affect both treatments and outcomes. We derive a continuous-time adjustment formula expressing potential outcome distributions under treatment trajectories via the measurement model, latent dynamics, and the filtering distribution over latent states given observed histories. We propose Observable Neural ODEs (ObsNODEs), Neural ODE models in observable normal form for causal forecasting. ObsNODEs learn continuous-time dynamics with states reconstructible from observations, enabling outcome prediction under alternative treatment paths. Experiments on synthetic cancer data, semi-synthetic data based on MIMIC-IV, and real-world sepsis data show strong performance over recent sequence models.",https://arxiv.org/abs/2604.26070v1,2026-04-28T19:18:42Z,5,4,2,6,3.5,skip,5+yr,"This paper proposes a new machine learning framework called Observable Neural ODEs that can model how patient health evolves over continuous time and predict what would happen under different treatment strategies, even when important variables aren't directly measured. The approach is validated on cancer, ICU (MIMIC-IV), and sepsis datasets and outperforms recent sequence models. While this could eventually improve clinical decision support tools, it's a foundational methodology paper with a long road from academic benchmark to deployed product affecting any public company's revenue.",[],Interesting causal inference methodology for clinical applications but retail_accessibility is very low — benefits academic labs and potentially private health-AI startups with no clear load-bearing link to a public company's near-term revenue.,v0.2-2026-04-18,claude-sonnet-4-6,3110,253,0.013125,2026-05-04T20:57:01
